-7.164421444723217292e+01,-3.994293882403459861e+01,-5.837001166162786525e+00
-7.208525931682265764e+01,-4.049441106566683857e+01,-4.125130153756780160e+00
-7.156261403310710989e+01,-3.998403069355943273e+01,-2.086302579659585987e+00
-7.218874427751019596e+01,-3.788637386613284264e+01,-8.341716206217693497e+00
-7.206101199850456851e+01,-3.788482961041135866e+01,-5.947952394510090279e+00
-7.207446852712588736e+01,-3.786693083911237778e+01,-4.039537342211433568e+00
-7.199890405635048296e+01,-3.785670626708377284e+01,-1.736209196351830908e+00
-7.206519490315504584e+01,-3.793726165482944879e+01,1.027919641592178607e-01
-7.199809165960004975e+01,-3.622360392244601002e+01,-7.645875640937405571e+00
-7.204222728964607825e+01,-3.625851629483994287e+01,-6.099428747215850599e+00
-7.173218202948817179e+01,-3.619710983652174718e+01,-3.981179519415346313e+00
-7.230011271606885259e+01,-3.587656534583003065e+01,-1.964333326907195199e+00
-7.153017296668605240e+01,-3.605742155148312378e+01,-2.199031569086913884e-01
-7.187091517472090629e+01,-3.411452850136914350e+01,-8.242539583892877886e+00
-7.237233676526203396e+01,-3.416875426066388854e+01,-6.379922098538777675e+00
-7.226433383375197650e+01,-3.388674618625056212e+01,-4.165880914101029120e+00
-7.219147629038548075e+01,-3.388673956910648144e+01,-2.050726124308212217e+00
-7.195062124878231202e+01,-3.383305336121858176e+01,1.156987832064096389e-01
-7.235302701755857413e+01,-3.196455847582839738e+01,-6.009197978373654436e+00
-7.205111395673472430e+01,-3.186623672326154022e+01,-3.676659272753726615e+00
-7.199481980807135528e+01,-3.182047212793019497e+01,-1.809220004023100126e+00
-7.217436736744477344e+01,-3.202479746206522293e+01,6.064237354615514164e+00
-7.228469285036871383e+01,-3.194302982263589996e+01,8.166059432700022214e+00
-7.187669904130724774e+01,-3.014885726900397955e+01,-3.509412376646745102e+00
-7.220905851096338779e+01,-3.004972695765316004e+01,6.109680839171027777e+00
-7.156266592128785931e+01,-2.989261236712849623e+01,7.731753622725737074e+00
-7.193006946416605274e+01,-2.786281888289388320e+01,4.028853515492743398e+00
-7.229288221819464866e+01,-2.806630021557573684e+01,5.841305754158827135e+00
-7.210315591472374308e+01,-2.843669681040301711e+01,8.015848414468571548e+00
-7.207958972757320737e+01,-2.591736659188466874e+01,-1.383533727142162206e+01
-7.185102574332188397e+01,-2.600919070964675583e+01,-1.201936616552588966e+01
-7.248733121961448944e+01,-2.591596859007638898e+01,-9.649625061260767467e+00
-7.189546670939162709e+01,-2.452346500025282339e+01,-1.372165827076456068e+01
-7.160980386274992782e+01,-2.420959882450763700e+01,-1.209733063204736858e+01
-7.194060942737415587e+01,-2.380368728451136207e+01,-1.021157175005236262e+01
-7.209941783911061464e+01,-2.191911816794211276e+01,-1.412416994525000291e+01
-7.222028355650961373e+01,-2.221772391938369040e+01,-1.199672865496313889e+01
-7.172850323658363436e+01,-2.172739841195054922e+01,-9.779370014095290387e+00
-7.233763098431376193e+01,-2.037629932793398169e+01,-1.388942912120491258e+01
-7.003462539868900194e+01,-4.993751916877398145e+01,-1.401546676650900214e-01
-7.051089293293408389e+01,-4.991671194729033090e+01,2.233981448727686114e+00
-7.018328183077414906e+01,-4.798535443691337576e+01,-4.075637621206988470e+00
-7.010177233006454856e+01,-4.783707625861579515e+01,-1.609616437655603916e+00
-7.007398204216664794e+01,-4.795788757062889118e+01,8.408132764253006819e-02
-6.969686141575569138e+01,-4.787086674549486531e+01,2.109587319932566096e+00
-7.014194024887180490e+01,-4.807868722262681871e+01,4.175369205942164541e+00
-6.992000339039746848e+01,-4.606783997538608588e+01,-1.003461641642707036e+01
-6.976206872077538890e+01,-4.583703681366537097e+01,-7.969467961650214427e+00
-6.986586718623037484e+01,-4.604824477527748883e+01,-6.335330920442109104e+00
-7.009211565624221407e+01,-4.585115831113716922e+01,-3.899275302241418828e+00
-6.993247897550232040e+01,-4.603408757491676795e+01,-1.972104073227521459e+00
-6.999510509354919918e+01,-4.580026068910631665e+01,5.847917438202677509e+00
-7.043788468246887646e+01,-4.421303263595945054e+01,-1.194635824645783728e+01
-7.004134808270150359e+01,-4.412896530852505350e+01,-9.871286818296443499e+00
-7.027268483717756453e+01,-4.413458485064039394e+01,-8.073156460379019350e+00
-6.987120422204675663e+01,-4.400031638720765415e+01,-6.114216934940071013e+00
-7.006754796363203752e+01,-4.418020634137530323e+01,-4.025951502728021936e+00
-6.948227131634396869e+01,-4.399972753706449424e+01,6.089572217765815587e+00
-7.015056348293376232e+01,-4.393271764850647543e+01,8.008531754196081209e+00
-6.997794008377181285e+01,-4.397435321148610399e+01,1.007455653152503849e+01
-6.993286167195518033e+01,-4.378293187277745346e+01,1.177500852481219162e+01
-6.969244701692221611e+01,-4.394268978961715533e+01,1.413298911903663146e+01
-6.970735345142495021e+01,-4.389275415508431877e+01,1.603834898115616170e+01
-7.003397239110388739e+01,-4.400290762044539150e+01,1.838598532225026005e+01
-6.997092654978392545e+01,-4.220821290899490918e+01,-1.208910587589982022e+01
-6.990259544162142902e+01,-4.206756492444053919e+01,5.745641955860414818e+00
-6.987199278459695506e+01,-4.187960339304042634e+01,8.185607311434887734e+00
-6.973755256292864146e+01,-4.234657601736083876e+01,1.009451120763093179e+01
-7.025375896703168621e+01,-4.228073465524607855e+01,1.179912928797815397e+01
-6.994895747906720374e+01,-4.214127112595840430e+01,1.416317091927023242e+01
-7.013958876212804228e+01,-4.219098717420961009e+01,1.589464748728636501e+01
-7.017583485759455186e+01,-4.186562541068963128e+01,1.781371299686523813e+01
-6.981170028808850248e+01,-3.968219318337325774e+01,-1.413170394950008912e+01
-7.031802370935811552e+01,-3.963000443170005838e+01,-1.205356676025019702e+01
-6.947419543033760192e+01,-3.977208151894235044e+01,3.886240246286641220e+00
-7.029586218828237065e+01,-3.963166107030614427e+01,6.060311598778574727e+00
-6.991242610625332077e+01,-4.006438093998833949e+01,1.807678287312556620e+01
-7.000096158790474021e+01,-3.784497861773399308e+01,-1.429969417598885606e+01
-7.002627374616875500e+01,-3.782236835873381153e+01,-1.197007912480826342e+01
-7.039341398103593406e+01,-3.793985514490151445e+01,4.012356955356171540e+00
-6.994873117405654739e+01,-3.801002661573389219e+01,1.784565188285239401e+01
-6.992575569343925679e+01,-3.803625409994295126e+01,2.020415325986368771e+01
-7.008086357025452173e+01,-3.610373183118024798e+01,-1.393384863912809024e+01
-7.033581635814982747e+01,-3.601734112962972034e+01,-1.170923464188083152e+01
-6.969653384786043659e+01,-3.619045927763234261e+01,3.844318376910914825e+00
-7.003292225185182929e+01,-3.597459407630600481e+01,1.818183331720655005e+01
-7.016260931514989352e+01,-3.603245903608789291e+01,1.965178908277056280e+01
